deployment_id,cpu_usage,memory_usage,latency_ms,restart_count,error_rate,deployment_status
31,50.97440081655905,61.139351938649824,248.42735579823864,2,0.19251505348099765,0
32,87.78417276763406,39.97123889183616,141.5872280177319,1,0.4422660601024029,1
33,59.79754162893099,70.98834683907918,228.58146616137316,0,0.05419094794620273,0
34,44.13433606566149,74.70793909554112,230.3282095499976,1,0.09584995914693854,0
35,72.33817368154783,57.75220306550939,263.61259444993277,1,0.331065527133969,1
36,41.68734525043467,88.6098014493505,365.5796023346646,2,0.12130313717946614,1
37,63.132953925071334,46.61351505496488,223.54495803072604,3,0.18611119030755247,0
38,30.604948141803366,43.0343767968527,169.46218245755009,5,0.22667830208253453,1
39,40.07720926652354,68.36677727839958,198.46554126848034,2,0.30654704303496244,1
40,62.952918538036855,80.70647453918232,93.8554457066529,2,0.10569071977331058,0
41,71.07699869993115,90.25891537186803,158.3172121346565,0,0.11656570305237211,1
42,62.57052421784956,58.1167360569659,175.44305371321377,3,0.40784304647465885,1
43,58.265275764176394,81.18021250146944,168.55469612392446,2,0.44038729912566,1
44,55.48344456616067,64.42237295748939,209.14129232202333,2,0.21106470247733725,0
45,37.82217014448859,62.41059050088771,150.65480405706796,1,0.289806758453684,1
46,49.20233687407937,78.25489906230008,267.26184003946827,1,0.17740445804938137,0
47,53.09041843560319,74.78484317620129,200.0124238950918,0,0.11406625533260763,0
48,75.85683339328374,41.35411764523626,199.44198073168315,0,0.2825610656775962,1
49,65.15427434352692,87.14810524588844,180.32631700922494,3,0.14747175875173874,1
50,33.554397669558995,85.70137031221176,209.31144103153875,1,0.2044854474851153,1
51,64.86125954092192,55.61655947735706,249.5058958800581,3,0.11770744903591358,0
52,54.22376579375525,70.93705300156114,147.972187057346,0,0.2536125288314192,1
53,49.84616999541062,72.41045279424108,160.5130106554846,1,0.1061173666969452,0
54,69.17514433261302,68.9101064873586,181.77643827340012,2,0.530396438013624,1
55,75.46499283743927,56.7454226923187,119.2477445916071,0,0.19269519933245635,0
56,73.96920178674299,54.92564948092922,150.84452841671015,1,0.2622120205566505,1
57,47.41173715166042,64.61668893512832,171.42674758732045,1,0.2483335591719365,0
58,55.36181436223178,82.59093528889048,252.46335084276365,1,0.0630531821200003,0
59,64.96895147105346,73.15400231891648,215.7536797401155,1,0.2213502534649695,0
60,74.63317690683539,59.44078501870841,211.61539468205265,0,0.18613014687155396,0
61,52.81238643232065,76.57548065972517,251.05387773007834,2,0.2647554235905847,1
62,57.215115350042744,22.27186069054887,191.7576926960362,0,0.14941512940017374,0
63,43.40497538990958,82.23148550558156,223.42789099573338,1,0.22459893201064854,0
64,42.05690063878994,38.904293318328506,193.80669482405023,0,0.03577914929276194,0
65,72.18788733591298,59.563385878953014,215.9217409639777,2,0.3592896204238173,1
66,80.34360042856234,48.20495158060784,165.03448054330508,0,0.3378145114882762,1
67,58.91984817629499,45.57977786418641,53.67097050341425,0,0.34141175180786243,1
68,75.05299346838036,82.41240181067779,191.94325026882174,2,0.2948886151011766,1
69,65.42454037571451,57.98448198032163,285.3648881659964,0,0.07513426283031595,0
70,50.323203680923136,70.19755822596073,255.57292413449554,3,0.30636789014041155,1
71,65.4209340826262,64.29619131681224,257.92384907547023,0,0.23033089197854326,0
72,83.07054849698955,72.15561240834683,274.16784330837305,1,0.28898637669482974,1
73,59.46260941335073,66.15232836590383,205.31945545768625,0,0.03051693632099605,0
74,83.4696548372101,45.755116637171454,211.83894244433574,1,0.08815639430630562,1
75,20.703823438653835,79.94400229170711,162.940886273939,1,0.12155663146656286,0
76,72.32853756562835,57.593651252580315,181.035628638377,0,0.3357925331145479,1
77,61.30570602357257,41.651271520103734,236.94626898626848,1,0.4957269407995878,1
78,55.51488974301199,58.578272585511314,272.233066230129,2,0.2189969372906703,0
79,61.37641164803254,87.51139685951466,191.63322345914003,1,0.13280782715692024,1
80,30.186466280986608,77.7533261317024,172.9886441089153,2,0.09002588349232714,0
81,56.70492168243732,59.77021798388211,200.03167753139584,0,0.11041832524028801,0
82,65.35668857267619,59.76113443522357,236.07240493574687,2,0.10055800357182765,0
83,82.16841067112274,60.17547423173926,113.36871103198749,0,0.17033165362226085,1
84,52.22594672589529,96.15121975341262,62.22914281176571,0,0.1193763877793189,1
85,47.87259595660218,70.7290317834733,166.967789030505,2,0.15889565136760447,0
86,52.47364434623195,71.45062470786604,126.75725444515048,1,0.12074140812840595,0
87,73.73103176553111,80.45425181047763,169.51158814116135,1,0.01984619193972789,0
88,64.93126664489526,68.5818373853977,191.13318087095172,0,0.2648600796635561,1
89,52.05359694349442,61.11436781268945,172.8050954586192,1,0.2521762032503562,1
90,67.69901149670034,62.05475226372533,287.14805206824474,1,0.15972596791278548,0
91,61.456163240220604,63.92598110878904,219.6046858761392,1,0.25268930186105654,1
92,74.52967485799334,64.44166645235238,218.0284615766497,1,0.06773138743807407,0
93,49.469203591839715,75.9144431545547,237.3324286426041,3,0.4144972402530703,1
94,55.085067801033475,65.77918828710949,131.67001293315386,0,0.3091570122816051,1
95,54.118377703017636,75.98960115823368,262.3467072452161,0,0.18286896457537397,0
96,38.04727577801822,63.78925129837126,195.45414280787242,1,0.11447672783929,0
97,64.44180415596864,66.17952785474137,240.22883703447275,1,0.3251727457601479,1
98,63.91582908269834,35.026989732018386,135.6885660175907,0,0.05712197113249149,0
99,60.07670184963691,78.74491512053723,106.77447403903614,1,0.2040188775383445,0
100,56.481192999372794,70.19732713846989,249.07337948150172,0,0.07595812265457184,0
101,38.769438869243785,79.97015164789478,222.584571565851,1,0.3657801798649828,1
102,53.69032015851961,21.556169327094658,145.8769067385494,2,0.032756724244913396,0
103,54.85928225209846,96.32562057171091,147.82021512351832,0,0.21372321840629638,1
104,47.96584096167572,62.90615557767239,267.52608706488616,1,0.10449994671881943,0
105,57.580714325009865,81.62274225106275,128.63528642796032,4,0.2740492887531634,1
106,66.06076285221808,49.401411093117034,298.5603771953578,0,0.12974903316215394,0
107,88.29278851815795,74.19160857593855,145.9627559211279,1,0.2076163661151452,1
108,62.61866719247759,49.198766552395156,238.30351553650297,1,0.2264020803125142,0
109,63.86325586084146,55.64346558956292,180.28289145506093,0,0.1938005882683355,0
110,58.883311263507494,93.71047030800179,236.19124586494058,1,0.1444667415826028,1
111,31.21843177051438,62.1397639885498,167.35315987314846,4,0.2772984855921627,1
112,59.602291868261744,68.26149309769585,190.23242563566234,1,0.2574197753905952,1
113,60.9034531491154,78.05101596033131,202.45515052374327,1,0.1811283340997592,0
114,96.94863168727929,72.43522831958907,139.86875265311164,1,0.1930949919263327,1
115,57.114585528283165,67.25628357715365,244.44946072520756,1,0.09193607524663516,0
116,64.52321013500419,70.47441503699338,169.2071860117049,1,0.2086051944504846,0
117,59.47932345442135,100.0,186.2840050795989,3,0.13603657075825343,1
118,42.46982943570702,64.13571804449622,140.33903752348925,1,0.12216556105527149,0
119,77.14234221772531,68.01648570072452,50.0,1,0.15666187271265755,0
120,71.27899549030161,80.75981594011418,188.53833424398985,2,0.09670883619533793,0
121,71.8654792056457,81.58288899436975,344.75692529677497,0,0.37619315239432344,1
122,46.35918817807892,82.8054545834057,247.07625727388142,1,0.056710414691427055,0
123,81.04191466404149,74.58095333043777,198.84437721593633,1,0.3005501369845644,1
124,38.97223405811579,47.854926309042746,184.22655024750395,0,0.06876879048970636,0
125,68.80285640700406,89.50147298451644,201.34795356872277,3,0.4417581145134675,1
126,92.85683438714968,47.804819104719684,232.8271469105126,2,0.059005796455609875,1
127,45.14195512303968,69.5395319785855,129.1512310814693,2,0.09913845292955288,0
128,51.50553405595842,53.68586224970963,266.8593016801323,0,0.4418059297258389,1
129,61.49477047631462,64.0379248011051,242.92287892647465,1,0.576867545396484,1
130,52.44786518825701,69.9314361545522,243.09114354247606,1,0.21925147403380915,0
131,36.74004853400801,69.8203582317541,226.30854432858365,2,0.287802429324006,1
132,61.02844462209041,71.32881131352927,201.17699946163938,0,0.2494072637696555,0
133,44.06544429410843,89.20566903587971,240.3716741580092,0,0.10089303334772041,1
134,67.10388645952773,71.8030145227097,235.5088480244827,2,0.1943104954612685,0
135,46.20863648649295,61.33765047064027,178.75755734353856,1,0.2189850622111336,0
136,83.24901607526309,79.46130752432536,165.58389362618595,2,0.024442440859935844,1
137,48.251200614956446,82.8420573338696,206.11137771571921,1,0.2623663301773749,1
138,55.16907725691487,46.58588277294511,292.94120908971126,0,0.0776563904046276,0
139,72.20275826054504,73.96100104774787,125.65357546076595,0,0.07675754000285272,0
140,41.53703525349067,75.51759113466348,111.9484840548536,0,0.10657704135580921,0
141,63.41189901906194,60.53654744960012,209.885650474191,1,0.3304105055868777,1
142,79.60714131423643,85.6356021996743,203.05326211136108,1,0.14943984974451094,1
143,35.88775148158159,62.7491661945121,210.40049986222448,0,0.2889430107107106,1
144,62.769507877984566,66.88364680207313,214.63719187451002,2,0.2800499283490156,1
145,63.89824191372635,62.40392263574196,186.60786472191168,2,0.40495429227934326,1
146,71.72734307665965,65.23368571372201,289.3918063161249,1,0.12487487939711493,0
147,41.44573933682877,48.55587369657197,103.94576129140907,0,0.17873951639614513,0
148,40.193150803735854,43.39923676108559,150.29017851318525,1,0.10574922603423197,0
149,67.82912348425347,88.91757594837458,193.80471439105716,2,0.055070438234052055,1
150,64.45477009849779,52.29557977522508,101.40867133074997,1,0.4043651301970956,1
151,63.75739275518815,50.129114758155396,189.44873573407574,3,0.21567283171802684,0
152,65.19672314245463,32.699148295944276,299.6882099436811,3,0.0955581698842945,0
153,49.79962917632264,55.41557378465747,201.2531892977577,0,0.09197971999778783,0
154,63.48380545741505,45.153653098887524,213.84205434312102,0,0.16946781113023773,0
155,64.39608709948021,89.63022740204553,124.39011408964518,0,0.4129738347638466,1
156,49.28472872960448,80.1472563401395,163.01831551763135,2,0.41463372321206315,1
157,87.98661766717134,54.67774482233414,177.48821718056377,0,0.4445047122508889,1
158,67.10749381367681,98.78653708016463,180.93709419462596,1,0.3486528171913523,1
159,42.13044754196027,79.72648230487391,276.89862770022614,2,0.2041297299675097,0
160,69.84830412950744,60.12752924737066,233.46146364350747,0,0.4020795936131879,1
161,45.379774946590175,27.508914276896405,133.31252258377808,0,0.2542682909846391,1
162,71.80626905613678,99.36413858886112,214.7902867059203,3,0.385436036037795,1
163,77.37893368511106,44.15641299854606,229.8933049098071,1,0.35232782166436044,1
164,47.68976522472434,40.31901879564663,268.408942311276,1,0.1016279221531957,0
165,74.45064193866483,80.3385564801446,294.83244119410244,0,0.3611163922167835,1
166,66.19171390404748,100.0,139.0943484903279,1,0.560861800549313,1
167,72.33090239991735,85.76409227765777,151.34854932737971,0,0.1064610006355662,1
168,88.4518947398092,73.4586368007854,124.54532846512302,0,0.09636202022979479,1
169,56.31917825995694,73.92131512497929,185.95880845358113,3,0.26449150100454,1
170,48.693957534637654,77.80123338170462,227.98150246678006,1,0.05343345539825534,0
171,46.65728355561715,76.38392884680148,259.2400709953461,1,0.34652768295101033,1
172,47.762845725518424,69.21787135954064,195.44293858144863,1,0.11377283662216181,0
173,58.843474358788434,66.56301655927814,180.80914860470938,0,0.34526055388613747,1
174,65.11727962224965,64.06110308150717,209.10547953492443,0,0.2508160216495266,1
175,64.15036198995028,53.690531166999854,149.89142590219862,1,0.16944630284822831,0
176,72.40774873554035,60.78987384699839,325.3723233016864,0,0.37897668751173436,1
177,60.19502837816861,39.605647787069216,103.54033837291648,2,0.18690794258353216,0
178,81.80301115735975,63.52490559807875,211.08443473374348,4,0.4001008694822168,1
179,56.03014750143066,50.17113339273624,321.41637315377835,1,0.20567926135103626,0
180,100.0,48.44616024176344,200.40799067359987,2,0.16732048060809154,1
181,69.3850102164751,67.69841226730217,188.59765789991033,0,0.12459067942847049,0
182,47.14263665375576,85.880034295169,178.55327463137436,1,0.16882052365501948,1
183,43.93661252908332,78.7747490900347,189.17649909425552,2,0.20705999632955888,0
184,67.23708622864778,41.442490945652345,282.3709084805918,3,0.3724296722213517,1
185,56.64805822011223,50.15557795144494,67.28828532022959,1,0.10969670733749572,0
186,70.71000741138138,79.11156781982324,292.00602207777956,0,0.0949657049121933,0
187,67.09856436860318,50.26268909692536,114.5625708529913,0,0.10423498163959122,0
188,58.90756631014691,61.63050275004463,184.00086024593512,1,0.2726286090366277,1
189,47.29809422897392,73.25078148536828,174.2453347820803,1,0.18910184516971676,0
190,37.27729162971203,50.47483317704547,235.31319618624318,0,0.21347067259987781,0
191,53.302275718994686,66.5806325921894,104.11253888697514,1,0.45171984752654515,1
192,72.84598191485209,44.989617576226934,227.73035996491657,1,0.10640456806075957,0
193,63.21140616195306,55.9794853407318,321.4585773972111,1,0.23695885865651778,0
194,41.31391831932018,69.79672901213806,118.20955972443137,0,0.30845275395261595,1
195,62.59771388776773,41.105093997024966,211.38237005662373,0,0.25052034659556577,1
196,65.77976069593255,71.60712106940599,160.28106933220346,2,0.06363932937366852,0
197,46.74213845698301,64.70543301609978,225.55323237158214,2,0.3495551940166327,1
198,62.305876589182915,73.28734931625722,201.14886664494512,2,0.26521260490894627,1
199,60.87313077669,68.35871201096992,161.51078545734143,1,0.09497057348292141,0
200,42.85544553254066,85.46210644960766,229.27233709226445,4,0.34632932014782863,1
201,65.36681040522424,66.87836753971861,308.2608865872046,1,0.05813165515204512,0
202,68.41176789552351,58.558916883121206,188.54577249636208,0,0.04551385701811951,0
203,76.24576864762915,66.83446254548426,243.18547652889092,2,0.20663968495174573,0
204,75.80703078052355,73.14947043554582,122.40362252773018,1,0.1473106350160077,0
205,39.33495948064363,65.73290105488556,142.61381739091948,1,0.16401930662242034,0
206,45.93262440127316,65.60887536805824,228.34437667282265,2,0.34001298226795423,1
207,67.7255290081299,54.47012468289867,289.0469617121579,1,0.27303620175492793,1
208,67.70678926368313,55.05648623673578,221.3368009271396,2,0.2108453812196057,0
209,67.72571529459071,43.96092092300459,181.21651816861075,1,0.027286882215095398,0
210,100.0,91.24365114780409,199.95748432540125,0,0.3440736974296323,1
211,68.5633576603975,46.34205146913072,124.97553596181695,2,0.22438736190304384,0
212,77.03348460270898,54.60642203306139,236.270919581322,0,0.24705491895227574,0
213,74.31002645239803,54.22389101646204,252.93998373940454,1,0.012092740324590562,0
214,69.77086876958697,78.42386565416662,172.87458003001518,0,0.4522615535415541,1
215,55.27096133039482,60.57575482561958,171.7974711344299,2,0.15408429035174212,0
216,71.38453830739901,83.716131090106,215.9526937791229,1,0.04027956494318898,0
217,48.40762178193643,54.897640636341976,173.79681583756428,0,0.4689087700270802,1
218,56.44772089889987,69.18491243335703,196.03204312245066,2,0.10841270691686393,0
219,52.71954678256345,52.46979420110364,325.9833073499909,1,0.4137814054417478,1
220,61.22811209079484,97.17723691660083,185.1784579552402,1,0.263702193681933,1
221,94.71987850010262,47.18602371455731,178.49959087872668,4,0.20660836790940515,1
222,31.99102211112378,69.64731065340541,161.14749166189046,1,0.12901231505770722,0
223,70.2939028556177,74.50665321398148,244.6515182899962,1,0.337027736566203,1
224,35.80926193215522,71.20698646177247,189.1265496069138,1,0.12893888238984164,0
225,52.9210220131585,62.220685116834375,161.03761770071443,1,0.07429230822724545,0
226,76.33425895451049,63.05268950399861,279.2782419363807,1,0.14211775015468078,0
227,60.96420028643194,65.65717207968665,285.17618027081824,0,0.27647786767626936,1
228,43.83382833106041,62.79496997557267,163.9745860556777,2,0.18864381189647844,0
229,49.27044436110047,79.45818675192365,88.00760291836302,1,0.16453444851208912,0
230,70.19396623402014,98.15784502387027,260.4508213902153,2,0.16926953805058859,1
231,49.04450052424295,56.637623224882496,158.92221045439976,2,0.3993886075951583,1
232,63.246878843729625,44.45295530631383,247.43753594976613,0,0.09954490400604887,0
233,60.68357759855721,63.67576927473118,81.79377093728986,0,0.27171343552622657,1
234,50.22599478591275,100.0,253.55584029795855,0,0.4276033623895044,1
235,92.15916133987989,52.944881480454036,127.32968424315312,1,0.3120742502007401,1
236,69.50878533477017,89.58675208166102,243.84584714399148,0,0.1145068438224573,1
237,29.622861200135894,90.1655122111466,200.85638407018604,4,0.24232657164663388,1
238,62.796814721541416,56.69617637438008,142.7636348362013,1,0.4133947443563838,1
239,50.07320302847418,73.53474618777913,175.57782122439318,2,0.12883058790980678,0
240,72.78650002194335,89.42594934692806,241.17910741740207,1,0.18460311759956596,1
241,48.11218892350949,59.313083885187694,206.35366718691407,2,0.22868665954330253,0
242,58.278953377996515,61.946294598464576,235.06477882834906,1,0.16873103467584952,0
243,67.57480918470685,56.274786290770344,318.58643507092916,1,0.08808351225702489,0
244,72.98632791255181,49.778649039607,106.14550329733692,3,0.034037693032672324,0
245,41.99555389416336,55.26083682400989,297.03275449811747,2,0.17754989969328333,0
246,54.98248146238578,46.64089599856615,206.26135625139278,1,0.2987594629871865,1
247,52.87582033258566,65.51125202388839,146.0729571006123,1,0.040562141437432905,0
248,50.200061511394324,53.450401534120374,120.1811824556606,0,0.25894626933107856,1
249,86.48181360421646,68.50678867686122,188.65277655337798,1,0.12726121717399053,1
250,66.07472566441433,41.66156530694559,255.29900671546756,1,0.2255801025407809,0
251,41.08674068497432,69.96320348321686,192.34705277734795,2,0.2594100456337896,1
252,73.76792920582164,77.50293442413387,290.66929581484084,0,0.10105228880817371,0
253,91.8323429551895,35.09396536142817,112.92945859690647,1,0.16048274654575212,1
254,75.4869789082672,70.61084854771359,199.27466312923673,3,0.25428641888035974,1
255,37.2094505106898,83.41503488709938,124.85639333521286,3,0.28348187411904036,1
256,52.73648890700623,46.855384719631914,221.81791295749807,2,0.25147816908782544,1
257,79.00366723779933,90.08858580256555,253.21324340583803,3,0.24043130371192997,1
258,49.38495801571829,71.28528514049067,174.7542923791368,2,0.30119853737672597,1
259,66.65729142219342,54.424822163623865,50.0,0,0.12193201782056429,0
260,71.61951080144006,64.16346383513441,211.93688880778967,2,0.03082476539438144,0
261,46.09604292632876,73.37490368782584,226.20431310401057,0,0.5204361723118316,1
262,59.107119659073,66.14008087118617,224.25768529770187,1,0.04204577421289721,0
263,11.380989898963911,73.08133988669553,274.14693150932925,1,0.1144026335791794,0
264,44.63418537998565,51.1898961038095,135.73677922105708,0,0.20842095197503582,0
265,56.2114777291026,67.54041236054117,240.81296632702697,0,0.04266039826539345,0
266,41.28325227052726,43.79428254642529,271.5504507486785,1,0.08307616069252034,0
267,84.48616955897452,63.33160907976949,93.28474495960899,1,0.38239697040425574,1
268,38.54787933059051,51.44138537802815,219.17910955513864,1,0.4384521519545512,1
269,53.39933269954524,53.9670508611535,169.7492101395397,1,0.20130113103312913,0
270,61.96110865929137,83.54139762815656,195.10863961390123,1,0.28089287500913146,1
271,81.61909933599173,81.36965180891403,220.86058901230018,0,0.11075954249693883,1
272,38.46206773230841,74.13707181360766,170.76628615318685,2,0.4683748269882557,1
273,77.4474562823244,48.61530852991132,159.4575152503033,2,0.16744580565482567,0
274,60.1534959152938,60.25387325457797,202.04914504928146,0,0.22854653066166794,0
275,45.27737023428074,83.19646549968775,134.76524366823185,0,0.14507957136191216,0
276,66.93155211394907,67.12575370459857,134.85049226688886,0,0.32956549434014415,1
277,62.98589543360205,99.7899430997254,240.7623969773902,2,0.22088057662151847,1
278,50.99674684261808,70.89976759091557,131.07235789048065,2,0.45126001129874665,1
279,61.04703127485028,67.88073674735047,239.9787500545527,0,0.21801399136507538,0
280,54.220296047073596,60.363253036962476,227.75547757123707,0,0.20798583417341637,0
281,61.70276017876872,67.00311357173423,96.4515962725642,0,0.2676395414416016,1
282,69.9319601178157,62.712952454291845,159.3461208598607,0,0.30629831362290705,1
283,83.79025224218029,75.62163015032885,271.6465641828423,1,0.1532523460775595,1
284,41.43276751759726,79.35053475191876,141.1300681316191,2,0.011282788917856707,0
285,91.995500619844,53.21015809238076,172.13574426143674,1,0.24265516361980993,1
286,30.718683007162472,45.03150569663333,227.72365359511377,1,0.18981206838713965,0
287,57.72322357446625,37.456919403450556,247.00343055695572,0,0.5460550407369167,1
288,68.82475809726864,72.61986990368815,184.90766683733025,0,0.23365296660658627,0
289,64.2148780160255,48.449500907391894,164.1493883185015,2,0.25303213858053014,1
290,50.659507202691096,32.706641105712755,285.34219170191045,1,0.35680343524611313,1
291,56.87816624464087,70.82867906796446,304.3339798278547,0,0.263949927713324,1
292,52.604985980117505,100.0,258.7314830469077,1,0.09263064621260969,1
293,51.15952864583683,64.9089363269016,205.11908855390143,0,0.21076062357701178,0
294,72.74403145531537,77.57736161677462,151.5040567015444,3,0.2578795001859743,1
295,65.35523228947571,66.22744037821347,150.1733356066061,1,0.5824954153396527,1
296,49.60635607109019,63.51665520213286,231.35084631594546,0,0.5832707175114843,1
297,73.49399813149876,78.78614724481653,225.10389325332102,0,0.18423723389925545,0
298,64.60949281314915,60.64588183717023,284.0959155767858,2,0.41554930555371694,1
299,72.1929317825844,69.01088471107855,239.02700555216836,2,0.16612805309913312,0
300,69.44443262885419,69.8254670929402,109.81518189441093,0,0.03727861007679546,0
301,47.56507483616892,54.978643195354266,263.1168570633751,1,0.10403790188720405,0
302,51.597284397045456,79.88063524304785,140.11636236113523,1,0.039346778456280804,0
303,71.20940407684893,62.37560364956887,176.96172368285892,2,0.3298411309751936,1
304,69.15555398150197,53.66382260760733,215.01201237510168,1,0.17769003481042808,0
305,59.68647609053778,73.04764765355606,319.74004938703786,1,0.26774151051115425,1
306,61.75991074963173,51.52298027313444,386.59511336032165,1,0.44658545297572827,1
307,79.16497343682637,65.42271736053692,236.40338354817095,2,0.27179259960025715,1
308,51.12642916746255,64.86321505033695,189.00820287677672,3,0.20580914618458934,0
309,68.20646071755057,81.28843348747367,232.070338908833,1,0.10073988581366267,0
310,56.96711021349159,72.12047349319928,253.25932555243017,1,0.05411982572598861,0
311,56.73478195159169,64.62459561882284,180.7599424665685,1,0.154258858388593,0
312,76.48165277980786,77.26649448800431,307.71268135473935,1,0.16108911431988782,0
313,72.38124523482045,85.8531132352597,213.80424555148412,1,0.1946776273997175,1
314,72.20264454000957,73.36715459527794,229.86458534548365,0,0.21693995170434466,0
315,79.58218210731494,65.15528929765071,239.95545512326768,0,0.34827669661709737,1
316,60.31505762449139,45.32245651474761,225.29519663686733,4,0.1238946793227934,1
317,70.22929456942445,49.02329505386941,250.33643002817672,1,0.4194945530030785,1
318,55.34599865109816,60.421629434679986,162.96480880718462,1,0.4225416098187272,1
319,64.86249528732664,55.85731696761076,166.50189476323817,1,0.3249589721620624,1
320,58.047854184484734,62.19543045521831,133.9907460216983,1,0.007227004847540267,0
321,61.45493947489077,65.8497488734566,226.37007383721357,1,0.10322818625383638,0
322,68.92735538155371,72.94539131535096,246.73619021072685,1,0.16656782848963117,0
323,47.726689751497915,63.94251832911363,227.46637196911314,1,0.18532790406533262,0
324,91.3858091352819,72.29752465739303,300.46954600085223,1,0.14442458050875479,1
325,44.90973927750447,65.9671162221518,199.6642388702572,1,0.2747789762201862,1
326,41.787170808184015,35.36800150469193,240.12449933555075,3,0.11395438187692085,0
327,77.37166310250102,50.90996909271868,134.49794743164114,1,0.20679129839985408,0
328,71.87494040944404,62.83868666417577,176.77401785153594,0,0.1022767531706808,0
329,69.36179725578234,46.85457885738339,241.73226545394664,0,0.11086108568272258,0
330,69.4251826389642,73.99893094994307,250.94612664458865,1,0.10112302796559089,0
331,59.81629840729628,87.96126248515546,182.36198314014905,1,0.2895496612105983,1
332,46.54118442771252,83.28142777545975,195.704044888516,0,0.3842868820092977,1
333,61.137068372905894,61.79835693604688,108.92757519915143,1,0.2703062459709253,1
334,49.842574327318324,87.36089205274928,178.57824795160343,1,0.1625883820887507,1
335,74.62679600126627,67.23001185803167,253.42298981118716,2,0.3734653018759368,1
336,57.79413927746792,59.94371043322941,234.51230096639398,1,0.08973899168010507,0
337,47.61754204811233,55.7989600468859,230.03994328287257,2,0.2262480752412257,0
338,55.1792123752051,60.462954702678076,202.98642123085762,2,0.05584607190634088,0
339,66.19397181413436,59.17734772188157,200.42378951769058,0,0.037869124982630224,0
340,51.54413170794038,67.55624333563232,160.38073163159316,3,0.07078114892894563,0
341,47.666694066503524,67.40860971574797,241.9297052121521,2,0.04744112175261214,0
342,63.65530817237868,65.04569030230121,225.25837666336338,2,0.14530289913251,0
343,63.674498566630845,71.55407254619524,229.52113087956795,0,0.4362723389199284,1
344,52.39585236943305,82.85969412179512,168.43790943994517,0,0.10864664804661174,0
345,52.93442541572516,79.24331203161985,70.79942480772533,0,0.24975866871811084,0
346,63.480749060364545,42.726530473251444,265.82916270522173,1,0.034497488238078605,0
347,38.27873487754014,26.691182976470678,171.26975263949575,1,0.08953143810290212,0
348,38.888043384351676,79.01479866858911,148.23345415741278,1,0.07348482323745373,0
349,49.22333668121346,44.49681952376868,241.6087347148396,0,0.13371032392469898,0
350,56.798292724322295,61.62851897160975,176.47924160485223,0,0.1290717903386139,0
351,64.66361348397007,47.448304609109606,263.5961830427973,1,0.27553203068483706,1
352,82.13034325424329,37.970293436299706,237.02035697460184,0,0.4166154772520489,1
353,72.86489434803029,73.12194092307182,241.01415939202866,2,0.12582791862401638,0
354,57.60092205054859,76.3873274045397,118.04265732796794,4,0.048077032631517955,1
355,59.71475688145967,56.35234398909921,272.716639123184,0,0.3223709595316014,1
356,44.96205953043287,26.134365617826354,215.67503187403136,2,0.07450422052794936,0
357,59.72230296011415,56.806333276212754,177.84337164522782,4,0.3579036300419978,1
358,55.670120416197925,70.8770600810382,208.60330804053507,0,0.21185345202333616,0
